Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
6.69,Bank Transfer,2023-09-13 05:25:00,21363.08,Tablet,Tokyo,Travel,0,0,12,441.33,2,Amex,29,486.49,OTP,0.7136,0,0
193.11,Online,2023-05-25 14:50:00,24790.46,Mobile,Sydney,Clothing,0,1,4,176.19,1,Discover,219,149.37,Password,0.5461,0,0
64.29,POS,2023-12-29 13:13:00,27492.44,Tablet,London,Restaurants,0,0,13,216.37,4,Discover,108,87.71,PIN,0.0802,0,1
22.25,POS,2023-08-02 06:00:00,5185.14,Tablet,New York,Travel,0,0,6,200.03,3,Mastercard,121,2317.0,PIN,0.4074,0,0
114.7,ATM Withdrawal,2023-10-06 04:18:00,60731.37,Laptop,Tokyo,Travel,0,0,12,432.29,4,Discover,62,1394.38,Password,0.5839,0,1
148.08,Online,2023-03-09 21:41:00,97595.54,Tablet,Mumbai,Clothing,0,0,10,78.0,1,Visa,223,4117.08,Biometric,0.4589,0,0
33.1,Online,2023-05-08 00:59:00,77993.53,Laptop,Mumbai,Groceries,0,0,7,261.58,0,Mastercard,191,3342.32,Password,0.8706,0,1
94.45,Online,2023-08-10 11:03:00,93648.28,Mobile,New York,Restaurants,0,0,11,190.18,4,Amex,90,879.33,PIN,0.9649,0,1
72.67,ATM Withdrawal,2023-12-31 09:12:00,21172.92,Laptop,Mumbai,Groceries,0,0,7,49.82,2,Visa,164,2761.71,PIN,0.6446,1,0
7.03,Online,2023-03-30 02:24:00,74030.32,Laptop,New York,Electronics,0,0,3,475.09,0,Mastercard,149,993.39,Password,0.4905,0,0
5.65,POS,2023-11-13 20:20:00,87442.63,Tablet,London,Travel,0,0,2,252.98,2,Mastercard,183,4463.97,Password,0.1265,1,0
106.24,ATM Withdrawal,2023-10-28 13:04:00,51710.36,Tablet,Mumbai,Travel,0,0,8,29.41,0,Mastercard,131,3318.23,Password,0.4868,0,0
43.13,Bank Transfer,2023-02-07 03:59:00,97014.74,Laptop,New York,Groceries,0,0,6,366.28,0,Mastercard,143,4646.44,Password,0.0276,0,0
304.92,Bank Transfer,2023-11-26 13:59:00,62151.27,Laptop,New York,Travel,0,0,12,246.26,3,Amex,16,2362.03,OTP,0.9177,0,1
21.44,Online,2023-08-10 04:41:00,91191.7,Mobile,Tokyo,Restaurants,0,0,7,202.01,0,Visa,13,2283.93,Password,0.8381,1,0
21.85,Bank Transfer,2023-09-17 21:14:00,88413.95,Laptop,Sydney,Clothing,0,0,5,416.37,4,Amex,92,434.15,OTP,0.3421,0,1
83.54,ATM Withdrawal,2023-10-19 14:23:00,87190.02,Laptop,Tokyo,Restaurants,0,0,8,413.69,3,Amex,168,428.56,Password,0.9221,1,1
68.08,Online,2023-08-15 20:48:00,44957.2,Tablet,Mumbai,Restaurants,0,0,1,212.83,3,Visa,1,4861.17,OTP,0.0512,1,0
37.45,ATM Withdrawal,2023-05-20 05:07:00,84501.37,Laptop,New York,Electronics,0,0,10,465.9,4,Visa,56,3495.45,PIN,0.128,0,1
89.56,ATM Withdrawal,2023-06-25 12:57:00,25143.03,Laptop,London,Electronics,0,0,1,293.51,3,Mastercard,76,950.77,OTP,0.6124,0,0
147.37,ATM Withdrawal,2023-02-20 01:15:00,58911.1,Laptop,Sydney,Travel,0,0,9,91.02,2,Discover,76,34.13,Password,0.4206,0,0
150.09,Online,2023-02-08 14:44:00,95562.98,Mobile,Mumbai,Travel,0,1,1,38.14,4,Mastercard,26,1078.26,PIN,0.0907,0,1
75.25,POS,2023-10-10 17:07:00,51058.8,Laptop,Sydney,Clothing,0,0,9,332.22,0,Mastercard,236,2025.41,OTP,0.8226,0,0
69.53,Bank Transfer,2023-05-08 06:30:00,15440.65,Tablet,Mumbai,Restaurants,0,0,3,67.98,3,Visa,191,3601.65,Biometric,0.8229,0,0
7.03,Bank Transfer,2023-01-30 11:34:00,85732.22,Mobile,Sydney,Travel,1,0,1,373.42,0,Amex,224,3166.57,OTP,0.4382,0,0
6.9,Online,2023-03-25 19:29:00,78342.15,Tablet,Tokyo,Groceries,0,0,10,28.64,0,Mastercard,119,2671.81,Password,0.7919,0,0
65.47,POS,2023-02-08 00:47:00,63137.88,Laptop,New York,Travel,0,0,2,243.19,2,Discover,29,3318.78,Password,0.6257,1,0
306.32,Online,2023-03-21 01:55:00,99268.24,Mobile,London,Clothing,0,0,3,228.39,0,Visa,238,1083.64,OTP,0.2312,0,0
302.82,POS,2023-04-17 15:53:00,68928.5,Tablet,Mumbai,Clothing,0,0,11,220.8,3,Mastercard,195,172.0,Password,0.0586,1,0
68.72,Bank Transfer,2023-10-28 13:31:00,62063.42,Tablet,New York,Travel,0,0,11,207.36,0,Mastercard,12,634.66,OTP,0.2162,1,0
64.48,Online,2023-02-22 06:22:00,67029.69,Mobile,London,Groceries,0,0,5,322.93,1,Amex,72,2138.05,Biometric,0.4296,0,0
11.02,Online,2023-01-16 18:51:00,68518.8,Laptop,London,Travel,0,0,5,416.04,3,Discover,226,584.69,OTP,0.365,1,0
246.68,POS,2023-04-10 22:24:00,73403.92,Tablet,Sydney,Travel,0,0,13,180.68,0,Mastercard,133,4828.37,Biometric,0.302,1,0
190.8,Bank Transfer,2023-02-15 05:54:00,84738.32,Mobile,New York,Electronics,0,0,12,304.45,3,Visa,182,2180.01,Biometric,0.3073,0,0
91.77,Bank Transfer,2023-10-06 08:09:00,77432.03,Tablet,Sydney,Groceries,0,0,2,62.16,3,Amex,235,3151.78,Password,0.2745,0,0
1.96,Bank Transfer,2023-01-14 03:39:00,74105.21,Laptop,Mumbai,Groceries,0,0,2,257.0,4,Mastercard,200,2102.22,Password,0.9636,1,1
225.73,ATM Withdrawal,2023-04-12 09:18:00,15217.21,Tablet,New York,Clothing,0,0,8,363.04,2,Amex,37,2483.91,PIN,0.9917,0,1
10.51,Bank Transfer,2023-03-03 19:33:00,93108.32,Tablet,Tokyo,Groceries,0,0,5,49.74,3,Mastercard,73,2437.44,PIN,0.5911,0,0
85.78,POS,2023-01-24 01:17:00,60172.02,Tablet,Tokyo,Electronics,0,0,12,220.53,3,Mastercard,78,234.59,PIN,0.9166,1,1
47.85,Online,2023-08-20 00:38:00,66989.74,Mobile,Tokyo,Restaurants,0,0,12,308.89,1,Mastercard,64,4291.05,PIN,0.3201,0,0
63.65,ATM Withdrawal,2023-01-07 13:12:00,29098.28,Mobile,Mumbai,Electronics,0,0,4,127.49,3,Discover,36,250.64,Biometric,0.6547,0,0
106.01,POS,2023-08-05 05:05:00,1977.75,Tablet,Tokyo,Restaurants,0,0,2,158.86,2,Discover,47,3429.21,OTP,0.3722,0,0
54.72,Bank Transfer,2023-02-10 04:34:00,48964.74,Tablet,New York,Restaurants,0,0,4,326.08,0,Amex,175,1772.64,OTP,0.3922,0,0
152.15,Bank Transfer,2023-01-08 00:41:00,95833.73,Tablet,Tokyo,Travel,0,0,14,260.2,1,Amex,194,2562.54,Password,0.4863,1,0
119.64,Bank Transfer,2023-06-21 02:42:00,31766.97,Mobile,Sydney,Groceries,0,0,5,130.45,1,Mastercard,25,3102.53,Biometric,0.3706,1,0
39.48,POS,2023-05-19 12:53:00,25070.25,Mobile,Mumbai,Groceries,0,0,9,265.78,2,Discover,108,1633.52,PIN,0.2768,1,0
158.85,Bank Transfer,2023-07-30 12:24:00,11813.99,Tablet,New York,Travel,0,0,14,465.49,1,Amex,79,2653.12,Password,0.3265,0,0
8.23,ATM Withdrawal,2023-11-17 01:16:00,11183.96,Mobile,New York,Clothing,0,0,6,194.12,1,Discover,79,4201.07,PIN,0.2065,0,0
106.01,Online,2023-12-25 15:27:00,19565.69,Laptop,New York,Groceries,0,0,6,302.84,3,Mastercard,225,3839.96,PIN,0.1139,0,0
79.28,Online,2023-04-30 11:33:00,68105.02,Tablet,Mumbai,Clothing,1,0,4,343.3,0,Amex,205,2108.86,PIN,0.0013,1,0
64.35,ATM Withdrawal,2023-10-09 12:59:00,46563.27,Laptop,Sydney,Groceries,0,0,3,321.8,3,Discover,212,1875.93,Password,0.7893,1,0
193.96,POS,2023-05-27 11:07:00,21424.55,Mobile,New York,Travel,0,0,5,157.3,2,Visa,22,2290.07,OTP,0.4884,0,0
26.63,Online,2023-06-28 23:05:00,17662.27,Tablet,Tokyo,Clothing,0,0,1,250.45,1,Mastercard,158,688.67,Biometric,0.8688,0,1
74.2,POS,2023-01-28 02:42:00,35594.48,Tablet,Tokyo,Clothing,0,0,4,59.2,3,Visa,123,2667.17,Password,0.5482,0,0
290.81,POS,2023-01-21 01:56:00,46345.2,Mobile,New York,Groceries,0,0,4,224.72,0,Amex,81,4146.86,Biometric,0.7193,1,0
3.52,ATM Withdrawal,2023-07-24 01:26:00,69241.38,Mobile,London,Clothing,0,0,5,424.87,4,Amex,3,3702.02,Biometric,0.2046,0,1
150.51,Bank Transfer,2023-04-03 05:16:00,6083.19,Tablet,Sydney,Groceries,0,0,2,21.0,0,Amex,26,381.71,Password,0.8092,0,0
41.78,Bank Transfer,2023-06-07 22:07:00,22440.06,Laptop,Sydney,Electronics,0,0,4,205.18,4,Discover,208,3694.07,Password,0.986,1,1
100.82,ATM Withdrawal,2023-11-02 10:23:00,59717.04,Tablet,Mumbai,Electronics,0,0,3,385.82,2,Visa,169,3539.75,OTP,0.2852,0,0
67.87,Online,2023-08-06 02:19:00,12708.9,Mobile,Mumbai,Electronics,0,0,12,69.09,4,Visa,189,2375.9,Biometric,0.5193,0,1
159.88,Bank Transfer,2023-08-19 09:03:00,69688.08,Tablet,Mumbai,Clothing,1,0,9,267.09,1,Amex,217,1029.39,Biometric,0.2015,0,0
130.9,Bank Transfer,2023-12-06 16:00:00,71751.32,Mobile,Sydney,Travel,0,0,4,425.97,3,Mastercard,3,4594.92,PIN,0.7637,1,0
209.78,POS,2023-03-11 20:46:00,64591.34,Laptop,Tokyo,Electronics,0,0,9,410.94,3,Amex,89,1360.43,Biometric,0.7004,0,0
83.8,POS,2023-08-17 04:07:00,16345.67,Laptop,New York,Clothing,0,0,14,439.39,2,Discover,181,2163.85,OTP,0.2395,0,0
89.82,ATM Withdrawal,2023-11-09 17:25:00,49817.82,Tablet,Sydney,Clothing,0,0,9,408.69,1,Discover,132,3401.36,OTP,0.1093,1,0
12.31,ATM Withdrawal,2023-07-22 16:11:00,84715.6,Tablet,Sydney,Clothing,0,0,13,238.04,4,Discover,158,1989.86,Password,0.3519,1,1
185.56,Bank Transfer,2023-03-06 22:54:00,21735.96,Mobile,Sydney,Electronics,0,0,1,209.05,0,Mastercard,63,2441.43,Password,0.6893,1,0
18.12,ATM Withdrawal,2023-10-27 07:53:00,19065.46,Mobile,Tokyo,Groceries,0,0,9,98.77,2,Amex,52,1585.66,OTP,0.2074,0,0
51.5,Bank Transfer,2023-11-18 06:30:00,52608.71,Tablet,Sydney,Clothing,0,0,6,144.73,2,Mastercard,89,2784.95,OTP,0.7317,0,0
113.65,Online,2023-08-16 18:38:00,26186.94,Tablet,Sydney,Electronics,0,0,4,261.33,3,Visa,161,3425.04,Password,0.7557,0,0
219.83,ATM Withdrawal,2023-05-26 15:30:00,34068.75,Tablet,New York,Groceries,0,0,12,100.43,0,Amex,175,306.64,Password,0.8756,1,1
5.62,Online,2023-08-20 15:24:00,71483.45,Mobile,Sydney,Travel,0,0,12,449.45,2,Mastercard,145,3977.44,Password,0.3736,0,0
43.87,POS,2023-05-09 02:24:00,99139.64,Laptop,Sydney,Clothing,0,0,12,87.68,4,Amex,207,978.47,OTP,0.6451,0,1
21.04,ATM Withdrawal,2023-03-06 06:38:00,16610.54,Mobile,Sydney,Groceries,0,0,9,468.58,1,Visa,231,1153.74,PIN,0.2755,0,0
13.68,POS,2023-12-15 14:54:00,1829.69,Laptop,Tokyo,Electronics,0,0,1,348.95,4,Visa,102,3456.19,Biometric,0.449,0,1
14.15,POS,2023-12-08 16:22:00,41556.09,Mobile,London,Groceries,0,0,14,334.87,1,Mastercard,54,1759.31,PIN,0.4636,0,0
261.16,Online,2023-03-28 19:58:00,13402.88,Tablet,Sydney,Restaurants,0,0,2,260.47,4,Visa,228,2760.93,Biometric,0.2698,1,1
56.28,Online,2023-03-15 22:04:00,94845.74,Tablet,Tokyo,Restaurants,0,0,10,183.35,0,Mastercard,162,4770.79,Password,0.2784,0,0
118.22,Bank Transfer,2023-01-03 20:19:00,40796.97,Tablet,London,Restaurants,0,0,11,380.22,4,Visa,85,231.29,OTP,0.5144,1,1
20.0,ATM Withdrawal,2023-10-05 11:09:00,3697.03,Laptop,Sydney,Restaurants,0,0,1,321.94,3,Visa,231,3274.35,Biometric,0.6736,1,0
81.63,Bank Transfer,2023-06-03 02:27:00,95121.74,Laptop,Mumbai,Electronics,0,0,6,293.54,3,Visa,9,3431.69,Password,0.7077,0,0
51.67,POS,2023-09-04 18:12:00,77704.88,Tablet,New York,Groceries,0,0,12,376.77,0,Discover,164,3202.75,Biometric,0.4061,1,0
104.54,ATM Withdrawal,2023-01-23 19:21:00,72000.17,Mobile,Tokyo,Restaurants,0,0,5,401.53,1,Visa,235,2503.62,Biometric,0.5332,0,0
85.25,POS,2023-08-02 19:00:00,42901.74,Mobile,London,Restaurants,0,0,11,452.73,4,Visa,71,4867.02,OTP,0.6594,1,1
57.57,ATM Withdrawal,2023-10-20 04:04:00,15619.2,Mobile,Tokyo,Electronics,0,0,2,488.11,1,Amex,89,28.46,Biometric,0.7446,0,0
7.2,Bank Transfer,2023-04-21 13:46:00,99953.36,Tablet,London,Travel,0,0,14,353.83,4,Mastercard,179,2176.18,Password,0.5923,0,1
26.16,POS,2023-02-20 12:28:00,63425.44,Laptop,Sydney,Travel,0,0,11,274.61,4,Amex,173,195.89,PIN,0.1503,0,1
64.88,POS,2023-02-09 03:18:00,60622.2,Tablet,Sydney,Restaurants,0,0,14,405.35,4,Visa,229,3286.74,Biometric,0.8401,1,1
27.37,Online,2023-07-09 18:16:00,43050.16,Tablet,Tokyo,Travel,0,0,7,51.87,4,Discover,127,2593.32,OTP,0.6503,0,1
106.99,Bank Transfer,2023-08-25 19:01:00,12345.03,Laptop,Tokyo,Clothing,0,1,13,428.2,2,Visa,115,3461.15,OTP,0.5834,0,0
73.5,Online,2023-01-01 22:44:00,35634.01,Laptop,Tokyo,Electronics,0,0,3,445.21,2,Visa,3,3930.52,Biometric,0.3305,1,0
79.55,POS,2023-06-06 20:09:00,8125.82,Mobile,Mumbai,Groceries,0,0,14,224.14,3,Visa,87,988.98,OTP,0.0092,0,0
110.54,Online,2023-01-30 16:03:00,31029.66,Mobile,London,Restaurants,0,0,3,83.21,2,Discover,145,84.19,PIN,0.5432,0,0
86.93,Online,2023-10-08 01:33:00,1563.93,Laptop,New York,Electronics,0,0,7,247.64,0,Visa,118,1302.6,PIN,0.2549,1,0
202.92,POS,2023-05-13 15:34:00,47423.66,Mobile,London,Groceries,0,1,12,126.79,4,Visa,111,2747.17,OTP,0.1547,0,1
182.89,ATM Withdrawal,2023-04-25 09:44:00,72252.72,Mobile,Mumbai,Restaurants,0,0,7,450.47,3,Amex,196,402.9,Password,0.4295,0,0
212.45,Bank Transfer,2023-08-04 00:03:00,12452.72,Tablet,Mumbai,Travel,0,0,5,37.78,2,Visa,41,1338.82,PIN,0.708,1,0
31.58,ATM Withdrawal,2023-06-26 20:26:00,62859.43,Tablet,Sydney,Restaurants,0,0,14,19.78,0,Visa,186,1402.06,Password,0.6589,0,0
35.4,POS,2023-07-29 11:28:00,90908.65,Laptop,Sydney,Travel,0,0,5,173.21,4,Mastercard,95,3656.71,Password,0.4498,0,1
61.36,Bank Transfer,2023-02-26 10:00:00,44304.0,Tablet,Mumbai,Travel,0,1,5,491.46,4,Mastercard,7,1367.59,OTP,0.532,0,1
12.4,POS,2023-11-19 03:57:00,11985.81,Laptop,London,Restaurants,0,0,9,27.36,4,Amex,209,1740.75,Biometric,0.1071,1,1
44.96,Online,2023-07-10 00:26:00,98177.9,Mobile,Tokyo,Restaurants,0,0,12,41.61,0,Visa,166,3520.15,Biometric,0.3034,1,0
10.68,Bank Transfer,2023-12-17 22:49:00,43372.24,Tablet,Tokyo,Clothing,0,0,2,110.42,4,Mastercard,137,4823.71,OTP,0.5061,0,1
2.8,Bank Transfer,2023-03-23 04:18:00,43080.11,Tablet,Mumbai,Electronics,0,0,2,32.15,0,Amex,52,657.09,PIN,0.4848,0,0
424.7,Bank Transfer,2023-09-14 13:35:00,87042.89,Laptop,London,Electronics,0,0,14,220.77,3,Discover,11,3221.37,OTP,0.3175,0,0
83.93,Online,2023-08-21 10:03:00,99197.49,Tablet,Tokyo,Travel,0,0,3,375.15,3,Mastercard,101,4304.98,OTP,0.4365,0,0
6.05,POS,2023-10-29 21:36:00,79716.05,Laptop,Tokyo,Clothing,0,0,2,353.84,0,Visa,145,265.31,OTP,0.3838,1,0
68.01,Online,2023-12-16 19:34:00,97503.1,Mobile,Mumbai,Electronics,0,0,6,382.89,2,Mastercard,99,49.67,Biometric,0.5529,0,0
431.27,POS,2023-03-02 12:10:00,12164.99,Laptop,New York,Clothing,0,1,14,341.63,2,Visa,100,3000.47,OTP,0.2735,1,0
223.51,Online,2023-10-31 08:51:00,16780.41,Laptop,New York,Electronics,0,0,7,311.88,2,Amex,148,3987.17,PIN,0.4322,0,0
112.15,Online,2023-02-18 10:55:00,16127.84,Tablet,Sydney,Restaurants,0,0,2,151.98,0,Visa,4,450.83,PIN,0.9833,0,1
112.39,Bank Transfer,2023-12-26 16:57:00,70908.88,Tablet,Sydney,Groceries,0,0,2,413.55,0,Mastercard,82,3485.53,Password,0.4571,1,0
54.97,POS,2023-06-29 06:08:00,88878.26,Laptop,Sydney,Restaurants,0,0,1,381.87,1,Discover,130,3403.56,PIN,0.8043,0,0
359.25,POS,2023-06-07 12:52:00,64677.94,Tablet,New York,Electronics,0,0,14,401.22,3,Amex,2,1442.55,Biometric,0.5967,0,0
101.57,ATM Withdrawal,2023-02-07 12:36:00,32546.33,Mobile,New York,Travel,0,0,14,168.95,1,Amex,102,2437.8,Biometric,0.0239,1,0
38.5,POS,2023-09-02 07:44:00,6391.07,Mobile,New York,Restaurants,0,0,6,25.36,0,Amex,48,1310.56,PIN,0.7788,0,0
166.55,Bank Transfer,2023-09-16 07:56:00,70354.99,Laptop,Sydney,Electronics,0,0,14,420.63,1,Visa,168,2828.46,Password,0.5732,0,0
77.48,Online,2023-07-29 10:22:00,81816.37,Mobile,London,Electronics,0,0,4,123.83,1,Mastercard,73,1460.18,Password,0.9249,1,1
89.23,Online,2023-12-14 19:42:00,96580.06,Mobile,Sydney,Clothing,0,0,4,425.89,0,Amex,41,621.42,Biometric,0.2178,0,0
372.56,ATM Withdrawal,2023-01-08 22:40:00,43900.34,Mobile,Mumbai,Groceries,0,0,7,341.87,4,Mastercard,169,289.94,OTP,0.1346,0,1
71.18,Bank Transfer,2023-03-29 16:20:00,68853.89,Mobile,New York,Clothing,0,1,14,305.72,2,Amex,19,3053.06,Biometric,0.6688,1,0
3.29,Online,2023-09-21 22:42:00,76643.99,Laptop,Mumbai,Groceries,0,0,2,180.26,3,Visa,171,3037.85,OTP,0.2394,0,0
6.87,Bank Transfer,2023-07-11 17:10:00,90204.98,Tablet,New York,Groceries,0,0,3,474.31,1,Visa,24,351.95,OTP,0.3956,0,0
302.73,Online,2023-12-03 22:08:00,25922.17,Mobile,Sydney,Clothing,0,0,7,422.3,1,Mastercard,5,4132.58,OTP,0.7125,0,0
27.78,POS,2023-04-30 11:29:00,10698.25,Mobile,Tokyo,Clothing,0,0,13,403.12,2,Amex,120,278.12,PIN,0.966,0,1
3.32,POS,2023-01-18 04:36:00,74433.83,Mobile,New York,Groceries,0,0,13,407.59,2,Discover,111,4119.75,Password,0.673,1,0
36.73,Bank Transfer,2023-09-28 03:28:00,6196.13,Tablet,Tokyo,Clothing,0,0,2,242.38,2,Mastercard,125,2224.28,PIN,0.6626,1,0
34.15,Online,2023-06-21 11:40:00,71457.94,Laptop,Tokyo,Electronics,0,0,11,226.29,3,Discover,98,4554.83,Password,0.8798,0,1
65.1,Online,2023-02-28 05:56:00,71454.36,Mobile,Sydney,Restaurants,0,0,6,59.26,0,Mastercard,61,2637.91,Password,0.8127,0,0
55.1,Online,2023-09-13 00:26:00,90621.74,Mobile,Tokyo,Travel,0,0,1,135.78,3,Mastercard,180,2006.23,OTP,0.9425,0,1
89.61,ATM Withdrawal,2023-06-30 10:54:00,65138.85,Tablet,Mumbai,Travel,0,0,5,488.62,3,Amex,38,3042.91,Password,0.8308,0,0
127.77,POS,2023-05-06 02:56:00,86748.49,Laptop,London,Travel,0,0,10,104.5,0,Mastercard,19,3138.45,PIN,0.0974,0,0
63.0,Online,2023-05-30 06:27:00,3257.42,Laptop,New York,Travel,0,1,3,118.27,1,Mastercard,122,3537.3,Biometric,0.4275,1,0
245.54,Online,2023-02-22 01:58:00,59772.25,Mobile,New York,Groceries,0,1,14,231.88,2,Visa,170,1723.6,PIN,0.9696,0,1
27.08,POS,2023-03-22 05:20:00,78325.95,Mobile,Sydney,Travel,0,0,6,267.27,0,Discover,75,3677.12,Password,0.5628,1,0
23.78,Online,2023-07-15 01:45:00,51163.72,Mobile,Mumbai,Clothing,0,0,7,102.57,2,Discover,175,4179.52,Biometric,0.1375,0,0
0.09,Online,2023-07-29 09:00:00,97643.34,Mobile,New York,Groceries,0,0,4,123.69,1,Mastercard,155,1008.51,Biometric,0.1266,0,0
20.09,Bank Transfer,2023-10-24 17:39:00,63217.37,Laptop,Tokyo,Restaurants,0,0,4,220.15,2,Visa,46,23.8,OTP,0.6679,1,0
152.73,Bank Transfer,2023-04-11 07:02:00,33051.97,Tablet,New York,Clothing,0,0,11,74.07,0,Mastercard,41,2296.92,Biometric,0.9256,1,1
39.54,Bank Transfer,2023-10-03 23:02:00,58634.16,Laptop,London,Travel,0,0,6,240.87,2,Visa,79,3264.07,OTP,0.0483,1,0
125.51,Online,2023-08-08 19:08:00,6046.97,Mobile,London,Groceries,0,1,8,118.75,2,Amex,77,4281.87,Biometric,0.7876,1,0
218.18,ATM Withdrawal,2023-05-19 18:49:00,12036.77,Laptop,London,Electronics,0,0,11,84.72,2,Discover,56,1446.42,PIN,0.5891,0,0
19.35,Bank Transfer,2023-09-20 19:34:00,7351.76,Tablet,Sydney,Clothing,0,0,6,403.63,4,Amex,88,1985.23,PIN,0.3722,0,1
59.32,Bank Transfer,2023-11-01 18:46:00,43877.43,Laptop,London,Travel,0,0,5,402.45,3,Visa,158,3846.76,Biometric,0.4472,0,0
194.33,POS,2023-12-18 05:29:00,26643.4,Mobile,New York,Clothing,0,0,2,391.12,2,Mastercard,235,776.35,Biometric,0.1139,0,0
26.19,Online,2023-07-10 02:17:00,91186.07,Mobile,Tokyo,Electronics,0,0,8,166.49,1,Visa,132,4145.1,OTP,0.9962,0,1
81.54,Online,2023-04-23 09:09:00,41653.51,Tablet,Mumbai,Clothing,0,0,9,47.15,1,Amex,16,4287.89,Password,0.2631,0,0
80.62,Online,2023-10-03 12:30:00,81619.74,Tablet,New York,Clothing,0,1,3,115.25,0,Amex,37,3504.32,OTP,0.8614,1,1
29.8,Bank Transfer,2023-09-02 23:51:00,69561.15,Laptop,New York,Clothing,0,0,6,138.5,2,Mastercard,133,215.4,PIN,0.0201,0,0
15.49,ATM Withdrawal,2023-03-30 01:32:00,55944.21,Mobile,Mumbai,Travel,0,0,4,136.43,3,Discover,177,1974.48,Biometric,0.4082,0,0
88.08,Online,2023-07-29 10:59:00,49543.08,Tablet,Sydney,Electronics,1,1,6,305.28,3,Visa,121,1380.31,Biometric,0.766,0,0
296.38,Online,2023-01-31 09:00:00,72747.54,Mobile,London,Electronics,0,0,8,428.31,3,Amex,185,3036.64,PIN,0.123,1,0
82.34,POS,2023-03-27 08:11:00,84487.23,Tablet,Tokyo,Clothing,0,0,2,130.68,0,Discover,191,643.56,PIN,0.5546,1,0
137.07,ATM Withdrawal,2023-03-03 03:31:00,67359.78,Laptop,Mumbai,Groceries,0,0,11,301.99,3,Discover,138,3715.59,OTP,0.2019,0,0
5.39,Bank Transfer,2023-04-13 12:01:00,27709.46,Mobile,New York,Travel,0,0,12,449.6,3,Amex,189,4447.69,OTP,0.3252,0,0
57.87,Online,2023-01-16 19:01:00,23814.86,Laptop,London,Travel,0,0,7,219.54,4,Amex,201,3077.89,Password,0.7752,0,1
36.33,ATM Withdrawal,2023-06-01 19:58:00,91119.01,Tablet,Tokyo,Electronics,0,0,11,132.48,4,Visa,84,373.03,PIN,0.9396,0,1
109.98,ATM Withdrawal,2023-12-11 10:09:00,30379.16,Tablet,Tokyo,Travel,0,1,12,242.57,2,Visa,95,1073.49,OTP,0.1689,0,0
38.08,Bank Transfer,2023-10-30 14:08:00,19248.96,Laptop,New York,Clothing,0,0,9,461.57,0,Discover,84,1687.56,PIN,0.1169,0,0
244.03,POS,2023-06-15 12:55:00,63218.73,Mobile,Sydney,Electronics,0,0,2,308.11,1,Visa,97,2135.94,Password,0.1278,0,0
398.02,ATM Withdrawal,2023-10-16 16:39:00,32579.95,Tablet,Tokyo,Travel,1,0,3,263.74,4,Amex,30,308.68,Password,0.3623,0,1
20.2,POS,2023-07-21 17:40:00,54662.07,Mobile,Sydney,Clothing,0,0,8,310.51,1,Amex,100,3931.87,Password,0.1171,0,0
163.3,ATM Withdrawal,2023-11-25 22:08:00,32360.24,Laptop,London,Clothing,0,0,12,151.85,0,Mastercard,50,1871.02,PIN,0.3843,0,0
94.57,POS,2023-06-23 04:29:00,61628.91,Mobile,London,Travel,0,0,4,249.51,2,Mastercard,41,4306.53,PIN,0.119,1,0
24.35,Bank Transfer,2023-11-18 23:59:00,27964.23,Tablet,Sydney,Electronics,0,1,10,465.1,2,Discover,133,4712.72,PIN,0.9813,1,1
89.17,Bank Transfer,2023-04-07 13:39:00,13060.14,Mobile,Mumbai,Clothing,1,0,4,459.93,0,Visa,56,2754.51,Password,0.5398,0,0
53.2,POS,2023-10-22 04:44:00,96690.71,Tablet,London,Electronics,0,0,11,350.93,3,Discover,232,1322.33,Biometric,0.227,0,0
142.98,Online,2023-04-29 19:13:00,52179.48,Laptop,Mumbai,Clothing,0,0,14,357.91,2,Mastercard,211,1352.58,Password,0.2435,0,0
32.51,POS,2023-10-19 18:43:00,11013.73,Laptop,London,Groceries,0,0,8,266.52,2,Mastercard,225,3855.84,Password,0.0274,1,0
176.43,Bank Transfer,2023-06-10 14:15:00,1933.21,Laptop,Sydney,Travel,0,0,8,271.27,1,Mastercard,203,4289.2,PIN,0.5695,1,0
57.61,Bank Transfer,2023-04-07 06:41:00,72195.61,Laptop,London,Clothing,0,0,9,99.29,2,Discover,29,96.33,Password,0.244,0,0
126.82,ATM Withdrawal,2023-03-10 02:13:00,5000.01,Laptop,Mumbai,Restaurants,0,0,11,490.05,3,Discover,235,532.57,OTP,0.7689,0,0
104.59,ATM Withdrawal,2023-09-13 05:46:00,54217.61,Laptop,Sydney,Restaurants,0,0,12,465.23,2,Visa,34,907.17,PIN,0.9717,0,1
185.77,ATM Withdrawal,2023-01-09 22:20:00,81071.15,Tablet,London,Restaurants,0,0,3,268.91,2,Mastercard,26,1539.2,OTP,0.9566,0,1
100.04,POS,2023-09-16 00:11:00,99696.74,Laptop,Tokyo,Travel,0,0,5,178.56,3,Visa,30,2250.5,Password,0.7389,0,0
104.38,ATM Withdrawal,2023-08-28 20:53:00,39491.92,Mobile,Sydney,Clothing,0,0,3,99.51,3,Visa,231,4838.86,Password,0.9049,1,1
