Transaction_Amount,Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Fraud_Label,Timestamp_month,Timestamp_day,Timestamp_hour
96.06,2396.55,0,1,12,84.85,4,168,4005.37,0.3224,1,1,5,19,17
97.41,68377.94,0,0,13,342.48,4,102,2360.92,0.334,0,1,1,23,13
83.8,21359.8,0,0,6,100.51,0,60,4489.31,0.8083,1,0,7,31,19
42.43,70950.74,1,0,5,318.73,0,142,1384.22,0.9632,0,1,8,6,3
20.53,71581.05,0,0,2,63.15,2,208,2174.82,0.0218,0,0,12,29,4
33.36,82114.91,0,0,13,293.89,1,93,4013.78,0.9838,1,1,10,20,17
34.6,94849.96,0,1,9,124.36,1,79,3734.32,0.0618,1,0,4,6,18
37.24,38803.52,0,0,14,171.0,3,110,837.75,0.1863,0,0,9,2,17
94.53,92781.33,0,1,13,454.96,2,90,1794.39,0.4242,1,0,1,9,4
22.37,61064.78,0,0,12,427.23,2,16,1454.49,0.675,0,0,8,22,12
61.98,96254.78,0,0,13,185.33,2,155,3055.59,0.131,0,0,4,17,2
82.8,50174.53,0,0,14,175.0,3,110,1020.5,0.8624,0,1,6,30,3
22.13,43902.05,0,0,6,145.33,2,194,2946.04,0.4874,0,0,2,22,0
14.7,97606.27,0,0,13,378.78,3,179,1074.73,0.4879,1,0,9,29,23
86.91,5603.47,0,0,10,124.72,2,106,3091.79,0.3502,0,0,5,24,22
131.47,96436.96,0,0,14,296.85,4,150,180.31,0.4587,0,1,2,7,14
112.07,26445.06,0,0,6,446.62,0,16,4208.32,0.9897,1,1,1,6,11
61.76,61993.53,0,0,1,104.43,4,38,4379.94,0.4197,0,1,3,2,13
41.99,14634.72,0,1,6,346.19,2,39,4149.1,0.5256,0,0,2,7,3
68.46,8871.35,0,0,7,23.75,3,20,656.69,0.6253,1,0,10,17,18
76.6,33850.93,0,0,3,99.58,0,132,4952.04,0.3613,1,0,6,7,22
48.46,99282.28,0,0,14,11.74,0,177,3433.86,0.9449,0,1,10,15,23
301.48,98273.95,1,0,1,119.3,4,42,460.26,0.0988,1,1,10,19,1
9.4,23469.26,0,0,10,352.35,0,9,2864.38,0.1818,0,0,7,1,21
41.03,11858.59,0,0,11,86.12,3,226,1534.22,0.7186,0,0,4,16,12
360.27,73141.14,0,0,8,34.39,1,186,3777.26,0.2885,0,0,10,6,19
98.65,16361.51,0,0,7,494.82,4,197,4653.0,0.3642,0,1,9,8,15
22.6,59914.94,0,0,12,159.88,2,53,2562.12,0.0336,0,0,1,24,15
96.03,79864.49,0,0,9,318.98,0,142,3617.02,0.9473,0,1,3,27,18
148.11,24227.17,0,0,6,204.51,1,47,1889.85,0.245,0,0,1,4,22
16.86,66400.02,0,0,10,328.95,4,216,4760.14,0.5839,1,1,11,22,0
152.56,59452.7,0,0,9,481.3,2,28,3624.53,0.4279,1,0,6,28,13
8.46,25733.09,0,0,9,215.49,3,169,1888.11,0.3933,0,0,8,9,4
94.02,89705.4,0,0,9,351.01,1,117,2213.72,0.6727,0,0,6,20,23
300.74,26420.43,0,0,12,250.69,1,62,102.83,0.8028,0,0,4,22,17
283.13,62482.25,0,0,3,347.63,2,141,1595.68,0.3281,1,0,11,6,6
152.13,20298.08,0,0,5,130.7,3,236,4049.02,0.2723,0,0,2,1,14
131.96,54976.93,0,0,1,339.41,3,14,3419.55,0.8308,0,0,11,18,6
454.25,34364.05,0,0,2,228.7,2,213,1215.95,0.4401,1,0,7,23,21
19.22,95836.43,0,1,12,146.14,2,136,82.91,0.0051,1,0,10,17,10
121.64,19587.23,0,0,12,34.93,2,228,1342.46,0.2364,0,0,8,28,12
2.39,86451.7,0,0,9,226.9,4,3,344.3,0.2332,0,1,1,7,10
76.41,95909.64,0,1,14,75.46,2,141,4710.35,0.3298,1,0,10,24,2
9.42,58886.4,0,0,8,248.29,2,162,3318.78,0.7666,0,0,2,4,5
261.68,10030.81,0,0,5,459.57,1,132,551.58,0.5545,1,0,12,9,5
21.26,5498.69,0,0,14,427.81,4,22,4485.49,0.6667,0,1,8,26,19
78.13,50781.32,0,0,14,250.72,0,106,2385.04,0.4249,1,0,5,15,1
2.81,8152.36,0,0,4,171.92,0,201,4687.66,0.6566,1,0,2,3,8
5.11,40908.75,0,0,5,98.84,1,183,4486.54,0.3718,0,0,12,14,3
29.4,8964.96,0,0,7,50.97,0,8,4319.65,0.9443,0,1,9,24,11
4.78,53028.02,0,0,14,163.49,2,150,2430.75,0.5047,1,0,11,26,22
99.35,4416.9,0,1,4,299.41,3,168,1837.8,0.0012,0,0,9,28,7
95.26,47920.43,0,0,11,495.14,2,6,1160.23,0.1376,0,0,2,13,2
65.07,97682.95,0,0,9,281.47,3,122,3071.18,0.0652,1,0,5,21,0
9.76,84469.74,0,0,11,238.02,4,135,4638.45,0.7986,0,1,6,16,21
130.72,23223.76,0,0,7,379.44,0,98,2935.47,0.7304,0,0,7,29,0
172.03,33340.45,1,0,13,415.16,0,71,4547.86,0.0442,0,0,12,15,0
9.81,97353.68,0,1,6,465.98,0,199,947.22,0.0424,1,0,6,1,14
38.14,40844.92,0,0,7,148.86,2,178,1421.31,0.1534,1,0,7,1,6
190.26,98905.0,0,0,8,305.52,0,177,1714.75,0.0499,1,0,7,19,9
164.01,81250.6,0,0,12,213.06,4,97,2800.44,0.7511,0,1,3,28,16
34.17,4385.17,0,0,2,114.24,2,85,3690.73,0.1033,0,0,3,30,14
140.75,58211.16,0,0,5,466.7,4,110,1729.98,0.3576,0,1,8,28,22
75.52,78105.66,0,0,4,45.27,0,3,211.43,0.3667,0,0,11,21,2
168.0,36308.87,0,0,1,54.57,0,101,3124.04,0.6636,0,0,11,18,5
178.22,72667.15,0,0,11,297.59,2,151,2566.89,0.7365,1,0,4,23,10
6.54,28292.0,0,0,12,159.02,0,66,674.76,0.2862,0,0,12,4,8
50.2,30512.0,0,0,14,445.44,4,6,3619.32,0.8459,0,1,4,15,0
20.99,31204.7,0,0,11,108.48,0,148,959.35,0.8219,1,0,11,9,18
126.83,50194.62,0,0,14,285.79,2,47,1499.73,0.8482,1,0,8,28,18
175.77,12819.81,0,0,8,381.05,4,236,1493.93,0.1718,0,1,7,25,21
109.67,86377.67,0,0,3,181.72,3,175,1012.37,0.0949,1,0,12,30,13
53.98,82681.96,0,0,14,489.11,2,76,1856.12,0.6525,1,0,4,18,7
221.07,60185.78,0,0,2,405.28,0,165,1522.16,0.4432,0,0,9,23,19
78.49,66546.04,0,0,8,338.28,0,153,153.63,0.6061,0,0,10,21,5
6.61,95670.89,0,0,5,288.84,1,142,835.7,0.0906,0,0,4,20,12
78.23,54964.7,0,0,1,103.92,1,114,2690.68,0.0522,0,0,4,12,20
34.34,84076.94,0,1,14,287.76,3,60,479.53,0.9263,0,1,9,18,3
107.61,68546.87,0,0,4,417.35,3,162,1503.2,0.6361,0,0,8,14,21
105.86,59105.92,0,0,11,213.07,4,156,1042.53,0.5044,1,1,10,30,10
1.8,31837.56,0,0,2,44.9,3,38,436.87,0.3554,0,0,3,8,6
83.45,69370.72,0,0,12,481.16,4,66,3587.05,0.2514,0,1,1,31,19
0.25,33185.37,0,0,8,157.54,2,206,1500.19,0.8666,1,1,10,8,17
8.0,76424.9,0,0,7,312.56,4,88,3127.98,0.8746,0,1,6,26,5
4.07,75942.97,0,0,6,464.07,4,67,2981.16,0.408,0,1,6,3,18
63.83,83657.8,0,0,14,68.67,0,40,3456.78,0.3013,1,0,4,7,7
1.0,85418.38,0,0,10,423.65,4,74,2160.91,0.5577,0,1,6,12,3
16.38,3364.3,0,0,3,146.66,1,156,694.07,0.8187,1,0,6,1,20
1.19,22945.92,0,0,12,231.63,0,236,3549.52,0.0935,1,0,3,3,2
138.97,32025.47,0,0,8,381.19,1,61,3122.67,0.7146,0,0,9,3,9
104.61,14358.76,0,0,12,240.47,1,195,549.81,0.5041,0,0,12,9,12
12.28,50411.21,0,0,7,335.43,0,136,338.62,0.9476,0,1,11,19,14
169.8,79293.08,0,0,9,176.45,0,156,1686.21,0.1026,0,0,8,28,14
213.1,73531.79,0,0,10,42.25,1,168,194.55,0.5212,0,0,11,2,17
60.48,54524.12,0,0,3,499.08,2,50,1126.56,0.3146,1,0,3,5,23
48.13,18054.93,0,0,2,129.13,4,38,4205.32,0.7302,0,1,11,26,14
65.0,34464.9,0,0,10,434.23,3,192,4233.44,0.3704,0,0,1,6,22
53.25,66653.7,0,0,2,433.83,0,216,1837.54,0.6921,1,0,10,22,0
1.12,65329.32,0,0,1,84.55,4,35,4412.19,0.3055,0,1,1,19,4
229.55,30463.98,0,0,12,32.03,1,133,2425.73,0.2004,0,0,2,24,19
15.89,88958.77,0,0,13,450.16,0,33,1733.16,0.4821,0,0,4,16,20
95.52,24874.3,0,0,5,124.64,1,187,4270.76,0.5532,1,0,7,20,11
258.1,20962.73,0,0,12,393.16,0,82,73.15,0.7156,0,0,7,9,11
191.21,25367.19,0,0,6,188.65,3,3,4944.46,0.345,0,0,4,11,3
448.32,13820.34,0,0,6,36.0,2,89,1712.91,0.1211,0,0,1,26,21
59.21,47545.07,0,1,2,388.14,4,211,1830.61,0.6495,0,1,7,25,17
115.87,6295.0,0,0,7,105.26,0,25,1997.34,0.9503,0,1,2,3,13
167.36,44837.39,0,0,7,56.19,0,216,3860.84,0.1692,0,0,3,22,16
55.24,70827.14,0,0,13,268.42,3,161,985.86,0.5684,1,0,12,12,10
361.94,11329.11,1,0,7,306.6,4,76,1142.41,0.7127,0,1,3,19,8
2.69,94345.91,0,0,7,264.26,4,19,256.31,0.6734,0,1,4,23,11
80.45,65364.84,0,0,11,225.46,1,207,1491.2,0.1288,0,0,3,24,13
13.65,38567.08,0,0,13,302.08,4,54,1674.12,0.4118,0,1,4,17,2
165.5,92214.93,0,0,14,278.15,0,59,2190.19,0.9228,1,1,12,18,14
0.21,49371.55,0,0,5,121.82,1,145,2670.7,0.9061,0,1,4,17,7
45.8,60670.16,0,0,7,208.26,0,205,4414.58,0.9684,1,1,3,23,3
176.33,63300.28,0,0,3,178.63,3,141,2570.12,0.8814,0,1,9,1,21
200.79,9036.75,0,0,8,326.64,3,163,903.83,0.0163,0,0,3,28,17
150.47,78985.2,0,0,11,51.75,1,108,2042.84,0.5617,1,0,2,9,8
61.41,6161.22,0,0,9,49.59,2,64,2027.24,0.8009,0,0,12,12,19
218.31,62213.6,0,1,9,390.46,3,139,3928.14,0.7224,0,0,10,24,17
489.21,6399.85,0,0,11,445.57,0,95,3217.35,0.1294,1,0,7,17,6
44.14,86776.43,0,0,11,33.3,1,215,1097.74,0.3655,0,0,11,18,14
138.91,9943.07,0,0,9,331.54,1,166,1103.75,0.9992,0,1,8,2,3
173.87,79310.31,0,0,14,341.01,1,101,1074.84,0.6266,0,0,1,11,3
155.57,11683.18,0,0,5,233.27,0,185,1150.19,0.3229,0,0,5,30,3
89.45,83203.08,0,0,9,170.21,2,94,1023.03,0.1488,0,0,2,27,4
73.15,722.58,0,0,1,464.9,0,24,3738.54,0.486,0,0,3,8,4
180.9,2780.68,0,0,8,86.43,0,41,1543.49,0.2109,0,0,1,25,5
125.19,74701.76,0,0,4,107.05,3,158,977.24,0.6515,0,0,12,19,4
32.93,86573.27,0,0,2,57.3,2,77,4129.48,0.3411,0,0,1,15,8
31.09,19614.22,0,0,6,486.9,1,106,308.05,0.6037,0,0,7,17,20
13.63,13223.6,0,0,13,74.39,4,188,2443.57,0.7515,1,1,1,6,17
14.12,97703.57,0,0,6,99.19,3,102,2538.77,0.4572,0,0,12,23,4
156.67,57230.38,0,0,13,90.86,2,223,3607.73,0.3216,1,0,10,10,10
95.73,40841.56,0,0,7,338.9,0,91,2439.3,0.9316,0,1,8,16,4
97.76,55608.51,0,0,11,151.72,3,109,1560.03,0.9427,0,1,2,1,0
18.04,67687.34,0,0,12,105.37,3,4,812.91,0.3813,1,0,10,22,13
1.59,995.39,0,0,6,144.86,4,36,562.83,0.3131,0,1,1,14,12
197.56,96078.39,0,0,11,68.71,4,7,533.06,0.0362,0,1,9,26,6
113.78,44199.61,0,0,14,109.84,1,225,3442.61,0.3967,1,0,12,31,11
25.7,93887.92,0,0,11,237.52,3,132,4485.75,0.967,1,1,1,30,5
211.7,45622.37,0,0,6,19.58,4,116,1849.79,0.5207,1,1,11,5,20
62.0,81001.67,0,0,6,22.13,3,218,1819.06,0.0013,1,0,10,19,11
64.74,5773.26,0,1,2,111.64,2,170,2506.17,0.1515,0,0,9,27,2
29.5,99352.6,0,0,8,279.29,0,87,2705.68,0.505,0,0,10,27,10
57.78,80405.22,0,0,8,435.75,0,162,4467.87,0.7601,1,0,1,14,2
80.12,94024.08,0,0,8,461.61,3,121,980.51,0.3507,0,0,7,14,1
77.59,99525.34,0,0,5,200.33,1,71,4264.53,0.5284,1,0,12,9,21
15.44,42175.99,0,0,11,80.83,3,36,3781.72,0.0166,1,0,10,30,17
32.97,60149.56,0,0,6,454.18,2,4,771.46,0.9283,0,1,5,29,14
11.01,96813.18,0,0,2,445.69,1,129,3451.09,0.2371,0,0,10,27,11
0.37,94272.23,0,0,12,326.22,4,35,1529.53,0.0881,0,1,5,19,21
787.24,96111.47,0,0,1,29.78,3,87,2216.24,0.135,0,0,1,24,13
47.18,57885.75,0,0,8,320.94,4,116,3559.05,0.9387,0,1,6,20,18
27.55,90588.21,0,0,12,91.55,4,108,1546.24,0.2026,0,1,4,15,5
104.12,74883.39,0,0,1,258.28,4,227,730.27,0.7804,1,1,9,3,7
79.95,61562.59,0,0,2,297.62,2,30,4946.61,0.7374,0,0,5,6,20
2.51,75548.64,0,0,13,205.36,0,236,2730.07,0.8585,0,1,5,21,9
51.57,61900.04,0,0,10,288.26,4,113,324.68,0.7064,0,1,8,5,10
97.75,34247.82,1,0,1,212.96,2,166,4481.63,0.8496,0,0,10,17,6
27.42,88313.5,0,0,3,13.74,3,161,4411.69,0.3159,1,0,3,14,19
239.38,7391.76,1,0,9,266.87,3,53,222.2,0.7756,0,0,10,25,22
150.26,97356.04,0,0,1,131.4,0,54,2626.52,0.2736,0,0,2,20,18
257.58,8475.05,0,0,14,214.48,3,184,64.84,0.2942,0,0,7,2,3
49.57,68527.01,0,0,10,149.16,2,125,419.73,0.9749,0,1,12,25,12
141.66,53237.43,0,1,1,282.25,4,37,4700.5,0.9259,1,1,5,15,5
57.85,61845.37,1,1,3,313.09,0,109,2790.03,0.0206,0,0,8,2,0
26.73,54635.58,0,0,9,302.12,1,86,1533.89,0.9175,0,1,6,15,19
57.32,54005.52,0,0,8,205.23,2,42,506.17,0.85,0,0,7,16,18
48.58,36998.07,0,0,12,430.34,0,181,556.31,0.6776,1,0,4,15,21
50.84,63237.99,1,0,3,235.17,2,117,2247.56,0.9151,0,1,10,4,9
88.44,64207.57,0,0,5,394.9,4,116,2342.84,0.6568,1,1,1,10,20
22.66,92335.38,0,0,7,124.68,4,232,2842.82,0.3299,0,1,11,27,11
17.46,76460.94,0,0,3,399.35,3,88,4854.88,0.4877,0,0,12,24,5
140.49,54751.69,0,0,1,83.52,0,218,3892.17,0.1861,1,0,7,12,3
295.08,45698.96,0,0,4,153.63,0,54,1935.65,0.4466,0,0,4,28,17
259.5,31994.01,0,0,4,414.84,2,221,3715.93,0.3674,0,0,10,8,3
9.37,38409.65,0,0,10,339.41,3,118,4111.65,0.7385,0,0,2,17,5
213.25,12002.36,0,0,2,68.81,3,32,583.02,0.9184,0,1,6,5,4
11.69,950.52,0,0,13,91.17,3,99,2987.97,0.6677,0,0,12,1,9
42.98,33854.3,0,0,10,117.63,0,112,1738.65,0.5225,0,0,4,10,12
207.16,25252.35,0,1,10,186.02,1,99,1438.85,0.4654,1,0,11,6,23
25.69,33269.43,1,1,9,486.26,3,191,2964.76,0.4015,0,0,9,27,22
134.73,96951.8,0,0,5,466.04,1,125,1316.66,0.3809,0,0,4,7,1
139.77,36144.66,0,0,6,86.51,1,113,3091.5,0.2155,1,0,8,11,14
12.94,960.58,0,0,4,24.94,3,207,2140.18,0.0977,0,0,10,30,8
123.15,72366.81,0,0,6,400.63,2,236,2107.91,0.9196,1,1,7,6,5
28.42,58435.78,0,0,10,312.49,2,213,617.75,0.8927,1,1,11,11,12
3.38,29117.96,0,1,11,96.11,0,111,3099.37,0.6955,0,0,3,1,5
26.92,57993.03,0,0,1,404.54,2,108,2526.89,0.0511,0,0,9,24,4
55.4,60875.73,0,0,5,137.49,3,130,4786.5,0.1094,0,0,3,2,11
192.34,19802.84,0,0,12,408.1,2,11,4827.99,0.5171,0,0,10,30,10
231.17,87145.5,0,0,13,330.04,3,59,3863.55,0.7458,0,0,12,1,23
170.87,29864.62,0,0,11,207.57,3,88,2099.09,0.575,0,0,2,9,6
146.61,47133.19,1,0,1,386.02,4,118,834.1,0.7387,0,1,4,18,9
17.04,74847.72,0,0,3,261.54,4,188,1071.91,0.8461,1,1,12,21,21
6.5,99561.12,0,0,14,411.78,2,152,2664.89,0.2501,0,0,2,21,3
25.47,64350.1,0,0,9,326.39,0,133,2376.8,0.8349,1,0,11,15,22
0.2,47390.61,0,1,12,479.89,3,99,3677.46,0.3676,1,0,5,3,5
6.52,85756.37,0,0,13,78.69,1,155,2231.44,0.1438,0,0,7,9,18
54.1,62480.01,0,0,2,468.94,2,169,2196.64,0.6732,0,0,3,4,8
54.47,71951.09,0,0,3,252.1,4,55,3756.97,0.8002,0,1,8,25,10
167.8,10133.5,0,0,13,29.93,3,169,3604.82,0.7341,0,0,9,30,16
260.97,18146.82,0,0,4,74.4,0,239,3449.94,0.1459,1,0,3,8,18
80.2,15439.6,0,0,6,316.93,2,238,1588.26,0.878,0,1,5,2,7
69.23,75584.31,0,0,11,40.57,2,222,1261.57,0.1859,0,0,6,9,14
11.0,74009.35,0,0,12,454.97,3,84,2023.57,0.5176,1,0,8,4,22
50.74,22824.59,0,0,5,71.36,0,222,793.59,0.9267,1,1,7,3,13
166.94,25814.69,0,0,11,486.09,4,142,851.98,0.2481,0,1,3,17,17
29.37,6376.12,0,0,5,472.07,4,117,1522.44,0.99,0,1,12,24,16
6.68,51744.93,0,0,3,478.19,0,123,4930.17,0.7252,1,0,5,30,23
7.64,95269.36,0,0,7,70.03,0,143,1539.56,0.9965,0,1,11,12,6
141.25,98101.01,1,0,10,273.62,2,216,80.24,0.8758,0,1,6,25,8
79.52,4311.29,0,0,9,343.09,2,72,1407.3,0.8054,0,0,11,28,7
155.88,74281.17,1,1,2,338.57,0,18,1219.19,0.3208,0,0,12,25,20
38.68,30153.62,0,0,6,90.2,1,76,3160.48,0.6082,1,0,4,30,12
48.3,35840.49,0,0,4,303.84,0,239,4596.2,0.152,1,0,11,24,13
37.91,58917.71,0,0,12,176.09,3,25,4364.74,0.8642,0,1,8,28,19
78.19,21130.51,0,0,14,263.16,4,98,1677.18,0.2693,1,1,8,26,23
6.04,97936.39,0,0,8,62.6,2,202,2365.46,0.5446,0,0,4,18,10
203.73,7845.45,0,0,6,196.77,4,138,4968.03,0.6671,1,1,12,5,7
40.67,868.79,0,0,7,15.63,4,123,2283.69,0.7165,0,1,10,15,22
174.74,45458.16,0,0,11,482.45,2,5,2297.14,0.5145,1,0,2,11,3
48.96,13128.9,0,0,9,489.75,1,155,2736.86,0.988,1,1,8,22,3
43.68,69412.87,0,0,12,120.16,4,125,3778.0,0.7844,0,1,3,5,5
7.46,8247.68,0,0,12,471.7,4,113,2191.98,0.6404,0,1,3,3,22
242.98,17984.62,0,0,9,298.24,1,10,4484.1,0.0937,0,0,8,26,10
30.14,90711.64,0,0,3,475.68,2,234,194.26,0.3256,0,0,12,7,20
11.22,21677.52,0,0,5,448.94,4,68,294.65,0.0214,0,1,12,26,3
5.75,50188.35,0,0,10,187.01,2,89,799.48,0.2766,0,0,1,2,21
62.01,91120.27,0,0,9,48.9,2,188,4212.63,0.6512,1,0,2,1,3
37.6,44422.47,0,0,11,107.1,2,169,3123.3,0.2086,0,0,8,27,15
10.64,47733.75,0,1,1,175.78,1,40,4343.0,0.5077,0,0,7,5,15
2.84,74587.37,0,0,7,155.35,4,116,248.21,0.1172,0,1,2,11,12
72.78,79787.85,0,0,10,215.35,3,184,4226.83,0.0499,0,0,1,28,17
55.52,24875.09,0,0,3,290.62,1,62,3575.08,0.2734,0,0,3,20,9
22.64,14756.94,0,0,3,139.13,0,116,1383.88,0.8916,0,1,1,11,6
97.94,41498.21,0,0,6,411.48,4,220,3146.17,0.6398,0,1,11,2,6
247.39,30585.03,0,1,13,117.92,4,182,1785.13,0.5281,1,1,2,23,1
206.54,60157.76,0,0,12,438.55,2,217,871.18,0.4611,0,0,8,16,8
44.13,77508.24,0,0,9,416.56,3,13,107.85,0.3584,0,0,6,21,9
15.38,25801.41,0,0,12,76.16,0,229,2704.57,0.8268,0,0,12,26,19
23.59,43707.44,0,1,9,387.59,3,202,3393.71,0.4909,1,0,3,15,19
76.64,86070.7,0,0,3,467.78,2,217,3861.25,0.3577,1,0,1,4,21
232.17,72853.57,0,0,14,50.53,0,88,3219.26,0.8272,0,0,7,29,19
204.0,25590.05,1,0,9,181.57,0,23,516.58,0.1274,0,0,9,14,16
106.19,9308.28,0,0,2,333.01,4,179,2954.01,0.4971,0,1,5,24,3
121.27,6653.1,0,0,4,44.21,1,91,2892.57,0.994,0,1,8,24,17
127.16,87058.34,0,0,8,385.07,3,125,3734.87,0.0714,1,0,8,4,1
247.79,82004.41,0,0,14,136.21,4,45,2570.61,0.059,1,1,9,18,5
176.22,64216.55,0,0,4,258.7,3,79,3979.22,0.4608,0,0,10,10,13
63.15,18411.61,0,0,7,474.09,4,112,4264.09,0.9163,0,1,1,31,1
88.23,17385.09,0,0,1,192.86,3,133,4610.39,0.5527,0,0,4,16,8
23.11,74298.52,0,0,3,398.13,0,67,4418.14,0.7335,0,0,2,25,12
21.03,21905.59,0,0,4,340.31,1,61,2674.39,0.722,0,0,7,30,10
44.55,18454.51,0,0,12,115.53,0,172,2391.9,0.3713,0,0,3,2,6
80.68,6366.12,0,0,11,284.77,3,103,1501.46,0.5351,0,0,7,26,3
26.66,75439.24,0,0,5,417.9,0,204,4928.27,0.3079,0,0,5,20,16
15.94,55263.33,0,0,10,303.63,1,50,1804.57,0.4297,0,0,11,27,4
19.2,87731.57,0,0,12,303.26,2,124,3929.66,0.0315,0,0,12,17,8
300.87,1352.61,0,0,9,453.38,2,142,1218.65,0.4906,0,0,7,11,1
79.96,58553.21,0,0,3,21.41,0,131,1759.72,0.8278,0,0,11,28,12
156.39,72859.53,0,0,1,106.85,3,14,225.96,0.0266,1,0,8,23,18
140.4,88072.86,0,0,5,57.99,3,95,3343.69,0.0772,0,0,7,21,16
2.47,18893.07,0,0,11,473.56,2,193,2401.54,0.9391,0,1,5,27,10
23.28,56088.06,0,1,11,247.45,4,87,4042.8,0.3582,0,1,1,4,12
73.9,83790.95,1,0,7,328.32,1,76,2331.05,0.7447,1,0,4,16,17
99.3,27903.14,0,0,7,317.09,0,53,1492.79,0.3769,1,0,10,26,4
22.81,97143.68,0,0,3,403.61,0,207,414.77,0.4659,1,0,3,4,0
22.31,27612.77,0,1,4,316.36,4,208,1775.61,0.0756,0,1,10,22,4
70.96,43442.12,0,0,14,484.84,2,232,3457.25,0.0155,0,0,3,28,11
152.86,71366.0,0,0,9,201.84,1,15,4318.83,0.6545,1,0,4,13,1
20.99,97060.14,0,0,7,84.34,4,216,3544.97,0.0149,0,1,4,28,17
85.01,79975.59,0,0,14,112.72,3,8,4496.4,0.3449,0,0,6,14,5
128.93,77734.53,0,0,6,493.79,4,1,3074.34,0.2462,0,1,6,13,19
330.95,33271.84,0,0,3,121.31,2,65,195.67,0.6462,1,0,6,3,2
55.27,77621.64,0,0,10,464.06,2,174,4595.03,0.4117,0,0,2,19,1
28.0,34826.05,1,0,9,236.08,0,143,243.37,0.8005,1,0,12,17,3
84.75,43210.35,0,1,12,160.72,4,105,4277.63,0.1098,1,1,11,20,11
64.67,67226.91,0,0,4,253.39,1,218,169.94,0.2922,0,0,9,2,22
40.68,73513.35,0,0,3,27.19,1,40,768.22,0.8577,0,1,10,3,11
194.44,32567.85,0,0,1,258.38,3,148,2215.02,0.1557,1,0,4,14,22
57.86,34793.16,0,0,2,128.5,2,154,4321.23,0.5728,0,0,5,18,20
477.75,81323.69,0,0,6,225.63,0,191,1096.11,0.6517,0,0,5,5,1
162.44,10844.61,1,0,10,144.56,0,14,69.65,0.2688,0,0,1,20,6
29.34,91348.85,0,0,3,309.69,1,28,4173.71,0.3548,1,0,6,2,19
121.89,82731.69,0,0,8,325.18,1,64,3870.87,0.2136,0,0,11,14,9
50.9,90288.51,0,0,5,28.83,1,86,531.63,0.0862,1,0,9,11,1
473.25,99260.32,0,0,7,395.75,3,49,3352.02,0.4133,0,0,6,17,18
77.32,67921.13,0,1,6,386.22,2,125,3749.75,0.4679,0,0,3,1,19
117.58,24733.64,0,0,7,284.05,4,205,4081.07,0.8872,0,1,11,18,5
169.56,84065.4,0,0,6,287.1,3,95,2734.57,0.5995,1,0,1,15,7
170.46,4237.6,0,1,12,155.39,4,175,2127.77,0.8599,0,1,6,12,14
31.89,55897.16,0,0,13,198.17,3,162,3533.4,0.9892,0,1,10,11,18
24.17,9173.67,0,0,5,140.16,2,32,616.61,0.843,0,0,6,18,11
27.99,55470.5,0,0,5,152.52,2,109,309.87,0.5165,0,0,12,21,3
76.81,50860.27,0,0,11,277.21,0,22,1526.87,0.1551,1,0,11,29,9
74.36,18090.0,0,0,6,81.71,3,94,3018.62,0.1206,0,0,10,27,12
11.38,80732.34,0,0,4,124.87,3,119,212.68,0.4086,0,0,6,23,0
83.33,12148.08,0,0,10,91.93,2,200,919.56,0.2558,0,0,8,16,5
141.04,3464.39,0,0,5,330.74,0,68,3905.31,0.3415,0,0,10,31,19
304.95,88619.03,0,0,12,26.71,0,13,1444.14,0.6913,0,0,1,8,7
0.18,14217.37,0,0,4,206.08,2,16,2031.67,0.9672,0,1,10,19,11
71.93,45716.56,0,0,1,436.03,2,233,385.94,0.9333,0,1,6,15,4
118.15,64335.61,0,0,10,362.84,1,29,1316.84,0.667,0,0,5,21,8
7.41,36471.57,0,0,4,12.1,4,220,1592.85,0.3038,0,1,10,10,11
0.39,61696.37,0,0,3,418.41,2,18,4987.11,0.1201,0,0,5,29,0
299.85,56962.2,0,0,6,279.38,4,47,2354.32,0.3258,0,1,11,8,2
33.13,4402.75,0,0,6,74.36,2,193,1887.11,0.1163,0,0,7,26,5
204.39,68038.19,0,0,13,112.8,2,109,168.75,0.1645,0,0,5,1,9
198.78,67243.6,0,0,10,372.96,0,64,3996.39,0.7247,1,0,7,29,0
21.13,37281.68,0,1,3,11.28,0,32,2180.35,0.4895,1,0,11,30,14
152.23,41268.7,0,0,1,125.85,3,199,1664.51,0.8544,1,1,8,18,7
51.74,82285.23,0,0,5,475.84,1,232,1650.95,0.299,1,0,6,9,2
98.63,22403.87,0,0,6,469.49,3,232,2896.47,0.2449,0,0,12,17,18
59.21,23343.87,0,0,2,166.85,2,159,3378.66,0.0021,0,0,7,19,18
100.16,28715.97,0,0,8,313.66,4,186,1048.21,0.9452,1,1,11,9,7
107.5,24100.08,1,0,4,249.28,2,57,2573.11,0.8318,1,0,9,15,2
28.68,27999.21,0,0,6,156.28,4,189,1284.39,0.4683,1,1,12,2,0
87.9,76342.12,0,0,11,92.21,0,145,3831.56,0.219,1,0,1,10,0
40.83,3498.07,0,0,11,170.59,4,173,2475.26,0.6949,0,1,3,16,8
75.45,2048.54,0,0,3,118.81,3,17,2918.73,0.018,0,0,1,27,11
68.51,57177.14,0,0,4,68.9,2,94,238.51,0.1211,0,0,6,7,12
